               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.070195,            0.076971,            0.023406,              0.4386,             0.33258,             0.33401,             0.17723,            0.066544,             0.10824,             0.02728,           0.0088755,           0.0088755,           0.0088755
                  71,            0.070878,            0.078534,             0.02345,              0.4393,             0.34097,                0.34,             0.17965,            0.066409,             0.10798,            0.027027,           0.0088442,           0.0088442,           0.0088442
                  72,            0.070689,             0.07773,            0.023026,             0.41234,             0.35786,             0.33871,             0.17939,             0.06638,             0.10794,            0.026902,           0.0088124,           0.0088124,           0.0088124
                  73,            0.070455,            0.077769,            0.023199,             0.45596,             0.33508,             0.34007,              0.1813,            0.066348,             0.10798,            0.027072,           0.0087804,           0.0087804,           0.0087804
                  74,            0.070607,            0.078418,            0.023133,             0.41979,             0.35317,             0.34062,             0.18262,            0.066284,             0.10794,            0.027068,           0.0087479,           0.0087479,           0.0087479
                  75,            0.070332,            0.077706,            0.023206,             0.45311,             0.33641,             0.34134,             0.18305,            0.066297,             0.10784,            0.026947,           0.0087151,           0.0087151,           0.0087151
                  76,            0.070368,            0.077582,            0.023157,             0.45665,             0.33641,             0.34039,             0.18226,            0.066191,             0.10779,            0.026858,            0.008682,            0.008682,            0.008682
                  77,            0.070271,            0.077762,            0.022992,             0.43571,             0.34847,             0.33925,             0.18125,            0.066211,             0.10789,            0.026956,           0.0086485,           0.0086485,           0.0086485
                  78,            0.070376,             0.07701,            0.022883,             0.45235,             0.33918,             0.34226,             0.18299,            0.066135,             0.10774,            0.026981,           0.0086146,           0.0086146,           0.0086146
                  79,            0.070165,            0.078164,            0.022871,             0.44437,             0.34891,             0.34417,             0.18418,            0.066081,             0.10773,            0.026831,           0.0085805,           0.0085805,           0.0085805
                  80,            0.070191,            0.078265,            0.022864,             0.45406,             0.34588,             0.34571,             0.18538,             0.06601,             0.10779,            0.026733,           0.0085459,           0.0085459,           0.0085459
                  81,            0.070486,            0.078354,            0.022811,             0.44373,             0.35492,               0.349,             0.18735,            0.065958,             0.10762,            0.026701,           0.0085111,           0.0085111,           0.0085111
                  82,            0.070148,               0.077,             0.02283,             0.46281,             0.34443,             0.34589,             0.18507,            0.065971,             0.10753,            0.026692,           0.0084759,           0.0084759,           0.0084759
