               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.066221,            0.074363,            0.021277,             0.47081,             0.41183,             0.40202,             0.22039,            0.062188,             0.10347,            0.025525,           0.0076679,           0.0076679,           0.0076679
                 104,            0.066127,            0.074107,            0.021224,             0.51087,             0.39096,             0.40207,             0.22097,            0.062178,             0.10348,            0.025521,           0.0076265,           0.0076265,           0.0076265
                 105,            0.065912,            0.075005,            0.021098,             0.49391,             0.39977,             0.40316,             0.22126,            0.062162,             0.10352,            0.025527,           0.0075848,           0.0075848,           0.0075848
                 106,            0.065726,            0.073372,            0.020996,             0.49042,             0.40307,             0.40371,             0.22148,            0.062124,             0.10347,            0.025508,            0.007543,            0.007543,            0.007543
                 107,            0.065971,            0.074514,            0.020925,              0.5017,             0.39678,              0.4045,              0.2221,            0.062111,             0.10345,            0.025472,           0.0075009,           0.0075009,           0.0075009
                 108,            0.065773,            0.073979,            0.020955,             0.49522,             0.39961,             0.40528,             0.22193,            0.062092,              0.1034,            0.025471,           0.0074585,           0.0074585,           0.0074585
                 109,            0.065857,            0.074146,            0.020987,             0.47249,             0.41454,             0.40564,             0.22265,             0.06206,             0.10338,            0.025441,            0.007416,            0.007416,            0.007416
                 110,            0.065586,            0.072993,            0.020911,             0.45957,             0.42147,             0.40557,             0.22212,            0.062037,             0.10337,            0.025457,           0.0073733,           0.0073733,           0.0073733
                 111,            0.065433,            0.073585,            0.021019,             0.47159,             0.41338,             0.40574,             0.22236,            0.062024,             0.10339,            0.025453,           0.0073303,           0.0073303,           0.0073303
                 112,            0.065541,             0.07441,            0.020954,             0.47967,             0.40661,             0.40597,             0.22304,            0.061982,             0.10336,            0.025438,           0.0072872,           0.0072872,           0.0072872
                 113,            0.065352,            0.072893,            0.020662,             0.48522,             0.40558,             0.40575,             0.22262,            0.061972,             0.10333,            0.025433,           0.0072438,           0.0072438,           0.0072438
                 114,            0.065294,            0.073372,            0.020806,             0.48699,             0.40646,             0.40611,               0.223,            0.061956,             0.10329,            0.025425,           0.0072003,           0.0072003,           0.0072003
                 115,            0.065333,            0.073855,            0.020713,             0.49826,             0.40261,             0.40823,             0.22361,            0.061937,             0.10324,            0.025411,           0.0071566,           0.0071566,           0.0071566
                 116,            0.065506,            0.073481,            0.020545,             0.48537,              0.4096,              0.4086,             0.22459,            0.061907,             0.10325,            0.025369,           0.0071127,           0.0071127,           0.0071127
                 117,            0.065191,            0.071626,            0.020578,             0.48819,             0.40916,             0.40898,             0.22474,            0.061887,             0.10324,            0.025381,           0.0070686,           0.0070686,           0.0070686
                 118,            0.065221,            0.073184,            0.020629,              0.4725,             0.41634,             0.40866,             0.22415,             0.06187,             0.10323,            0.025366,           0.0070243,           0.0070243,           0.0070243
                 119,             0.06525,            0.073418,            0.020503,             0.49234,             0.40506,             0.40957,              0.2247,            0.061851,             0.10317,            0.025342,           0.0069799,           0.0069799,           0.0069799
                 120,            0.065096,            0.072952,            0.020553,             0.50239,             0.39932,             0.40969,             0.22486,            0.061839,             0.10315,            0.025348,           0.0069353,           0.0069353,           0.0069353
                 121,            0.065023,            0.072791,            0.020569,             0.50462,             0.40019,             0.41048,             0.22486,            0.061811,              0.1031,             0.02532,           0.0068906,           0.0068906,           0.0068906
                 122,            0.065343,            0.073608,            0.020485,             0.52057,             0.39129,             0.41068,             0.22592,            0.061793,             0.10308,            0.025312,           0.0068457,           0.0068457,           0.0068457
                 123,            0.065175,            0.073669,            0.020347,             0.51527,             0.39605,             0.41245,             0.22676,            0.061773,             0.10304,            0.025283,           0.0068006,           0.0068006,           0.0068006
                 124,            0.064723,            0.072569,            0.020258,             0.52373,             0.39252,             0.41216,             0.22676,            0.061752,             0.10302,            0.025289,           0.0067555,           0.0067555,           0.0067555
                 125,            0.064805,            0.072285,            0.020414,              0.5203,             0.39278,             0.41266,             0.22717,            0.061745,             0.10301,            0.025287,           0.0067101,           0.0067101,           0.0067101
                 126,            0.065017,            0.072659,            0.020218,             0.51251,             0.39753,             0.41283,             0.22721,             0.06173,             0.10297,            0.025279,           0.0066647,           0.0066647,           0.0066647
                 127,            0.065395,            0.073738,            0.020251,              0.5104,             0.39943,             0.41343,             0.22781,            0.061713,             0.10294,            0.025262,           0.0066191,           0.0066191,           0.0066191
                 128,            0.064999,            0.073443,            0.020259,             0.54023,             0.38548,             0.41346,              0.2278,            0.061699,             0.10293,            0.025257,           0.0065734,           0.0065734,           0.0065734
                 129,            0.064706,            0.073957,            0.020091,             0.51138,             0.39972,             0.41375,             0.22807,            0.061689,             0.10291,            0.025248,           0.0065276,           0.0065276,           0.0065276
                 130,            0.064789,             0.07194,            0.020196,              0.5114,             0.40081,             0.41387,             0.22853,            0.061675,             0.10291,            0.025242,           0.0064816,           0.0064816,           0.0064816
                 131,            0.064995,            0.072222,            0.020141,             0.51338,             0.40037,             0.41457,             0.22841,            0.061659,             0.10288,            0.025245,           0.0064356,           0.0064356,           0.0064356
                 132,            0.064771,            0.072244,            0.020116,             0.51278,             0.40017,             0.41433,             0.22896,            0.061647,             0.10287,            0.025237,           0.0063895,           0.0063895,           0.0063895
                 133,            0.064855,            0.072339,            0.020083,             0.49877,             0.40829,             0.41437,              0.2292,            0.061628,             0.10288,            0.025227,           0.0063432,           0.0063432,           0.0063432
                 134,            0.064834,            0.071991,            0.020041,             0.50546,             0.40493,             0.41433,             0.22959,            0.061611,             0.10288,            0.025211,           0.0062969,           0.0062969,           0.0062969
                 135,            0.065014,            0.073232,            0.019974,             0.50492,             0.40491,             0.41388,             0.22993,            0.061598,             0.10287,            0.025218,           0.0062505,           0.0062505,           0.0062505
                 136,            0.064506,            0.071257,            0.019946,              0.5193,             0.39686,             0.41429,             0.23003,            0.061588,             0.10287,            0.025221,            0.006204,            0.006204,            0.006204
